genia tagger: 88['cyclin-dependent', [234, 250]]
['melanoma', [2035, 2043]]
['melanoma', [2347, 2355]]
['melanoma', [2523, 2531]]
['melanoma', [2600, 2608]]
['melanoma', [2629, 2637]]
['melanoma', [2696, 2704]]
['melanoma', [2798, 2806]]
['melanoma', [2897, 2905]]
['melanoma', [2969, 2977]]
['melanoma', [3329, 3337]]
['melanoma', [3389, 3397]]
['melanoma', [3442, 3450]]
['melanoma', [3486, 3494]]
['melanoma', [3715, 3723]]
['melanoma', [3745, 3753]]
['melanoma', [4074, 4082]]
['melanoma', [4483, 4491]]
['melanoma', [5341, 5349]]
['melanoma', [5522, 5530]]
['melanoma', [5739, 5747]]
['melanoma', [6283, 6291]]
['melanoma', [6595, 6603]]
['melanoma', [6771, 6779]]
['melanoma', [6848, 6856]]
['melanoma', [6877, 6885]]
['melanoma', [6944, 6952]]
['melanoma', [7046, 7054]]
['melanoma', [7145, 7153]]
['melanoma', [7217, 7225]]
['melanoma', [7577, 7585]]
['melanoma', [7637, 7645]]
['melanoma', [7690, 7698]]
['melanoma', [7734, 7742]]
['melanoma', [7963, 7971]]
['melanoma', [7993, 8001]]
['melanoma', [8322, 8330]]
['melanoma', [8731, 8739]]
['melanoma', [9589, 9597]]
['melanoma', [9759, 9767]]
['melanoma', [9976, 9984]]
['melanoma', [10520, 10528]]
['melanoma', [10832, 10840]]
['melanoma', [11008, 11016]]
['melanoma', [11085, 11093]]
['melanoma', [11114, 11122]]
['melanoma', [11181, 11189]]
['melanoma', [11283, 11291]]
['melanoma', [11382, 11390]]
['melanoma', [11454, 11462]]
['melanoma', [11814, 11822]]
['melanoma', [11874, 11882]]
['melanoma', [11927, 11935]]
['melanoma', [11971, 11979]]
['melanoma', [12200, 12208]]
['melanoma', [12230, 12238]]
['melanoma', [12559, 12567]]
['melanoma', [12968, 12976]]
['melanoma', [13826, 13834]]
['melanoma', [13996, 14004]]
['melanoma', [14213, 14221]]
['melanoma', [14757, 14765]]
['melanoma', [15069, 15077]]
['melanoma', [15245, 15253]]
['melanoma', [15322, 15330]]
['melanoma', [15351, 15359]]
['melanoma', [15418, 15426]]
['melanoma', [15520, 15528]]
['melanoma', [15619, 15627]]
['melanoma', [15691, 15699]]
['melanoma', [16051, 16059]]
['melanoma', [16111, 16119]]
['melanoma', [16164, 16172]]
['melanoma', [16208, 16216]]
['melanoma', [16437, 16445]]
['melanoma', [16467, 16475]]
['melanoma', [16796, 16804]]
['melanoma', [17205, 17213]]
['melanoma', [18063, 18071]]
['melanoma', [18294, 18302]]
['melanoma', [18338, 18346]]
['melanoma', [18382, 18390]]
['melanoma', [18956, 18964]]
['melanoma', [19000, 19008]]
['melanoma', [19044, 19052]]
['nature', [134, 140]]
['pathogenic', [201, 211]]
['cyclin-dependent kinase inhibitor 2a', [234, 270]]
['small', [313, 318]]
['proportion', [319, 329]]
['proportion', [18587, 18597]]
['proportion', [19249, 19259]]
['referral', [364, 372]]
['referral', [1174, 1182]]
['referral', [3839, 3847]]
['referral', [4154, 4162]]
['referral', [8087, 8095]]
['referral', [8402, 8410]]
['referral', [12324, 12332]]
['referral', [12639, 12647]]
['referral', [16561, 16569]]
['referral', [16876, 16884]]
['referral', [18508, 18516]]
['referral', [19170, 19178]]
['genetics', [378, 386]]
['genetics', [3637, 3645]]
['genetics', [3830, 3838]]
['genetics', [4167, 4175]]
['genetics', [4492, 4500]]
['genetics', [7885, 7893]]
['genetics', [8078, 8086]]
['genetics', [8415, 8423]]
['genetics', [8740, 8748]]
['genetics', [12122, 12130]]
['genetics', [12315, 12323]]
['genetics', [12652, 12660]]
['genetics', [12977, 12985]]
['genetics', [16359, 16367]]
['genetics', [16552, 16560]]
['genetics', [16889, 16897]]
['genetics', [17214, 17222]]
['genetics', [18523, 18531]]
['genetics', [19185, 19193]]
['specialist', [387, 397]]
['specialist', [1949, 1959]]
['specialist', [6197, 6207]]
['specialist', [10434, 10444]]
['specialist', [14671, 14681]]
['consideration', [402, 415]]
['consideration', [4208, 4221]]
['consideration', [8456, 8469]]
['consideration', [12693, 12706]]
['consideration', [16930, 16943]]
['genetic testing', [419, 434]]
['genetic testing', [1302, 1317]]
['genetic testing', [1447, 1462]]
['genetic testing', [3077, 3092]]
['genetic testing', [4287, 4302]]
['genetic testing', [4322, 4337]]
['genetic testing', [4623, 4638]]
['genetic testing', [5179, 5194]]
['genetic testing', [5276, 5291]]
['genetic testing', [5550, 5565]]
['genetic testing', [5695, 5710]]
['genetic testing', [7325, 7340]]
['genetic testing', [8535, 8550]]
['genetic testing', [8570, 8585]]
['genetic testing', [8871, 8886]]
['genetic testing', [9427, 9442]]
['genetic testing', [9524, 9539]]
['genetic testing', [9787, 9802]]
['genetic testing', [9932, 9947]]
['genetic testing', [11562, 11577]]
['genetic testing', [12772, 12787]]
['genetic testing', [12807, 12822]]
['genetic testing', [13108, 13123]]
['genetic testing', [13664, 13679]]
['genetic testing', [13761, 13776]]
['genetic testing', [14024, 14039]]
['genetic testing', [14169, 14184]]
['genetic testing', [15799, 15814]]
['genetic testing', [17009, 17024]]
['genetic testing', [17044, 17059]]
['genetic testing', [17345, 17360]]
['genetic testing', [17901, 17916]]
['genetic testing', [17998, 18013]]
['available', [465, 474]]
['available', [3670, 3679]]
['available', [3861, 3870]]
['available', [4515, 4524]]
['available', [7918, 7927]]
['available', [8109, 8118]]
['available', [8763, 8772]]
['available', [12155, 12164]]
['available', [12346, 12355]]
['available', [13000, 13009]]
['available', [16392, 16401]]
['available', [16583, 16592]]
['available', [17237, 17246]]
['published', [475, 484]]
['studies', [485, 492]]
['mutation analysis', [503, 520]]
['cohorts', [524, 531]]
['variability', [576, 587]]
['variability', [2926, 2937]]
['variability', [7174, 7185]]
['variability', [11411, 11422]]
['variability', [15648, 15659]]
['rate', [595, 599]]
['rate', [785, 789]]
['rate', [2514, 2518]]
['rate', [2789, 2793]]
['rate', [3316, 3320]]
['rate', [6762, 6766]]
['rate', [7037, 7041]]
['rate', [7564, 7568]]
['rate', [10999, 11003]]
['rate', [11274, 11278]]
['rate', [11801, 11805]]
['rate', [15236, 15240]]
['rate', [15511, 15515]]
['rate', [16038, 16042]]
['rate', [18220, 18224]]
['rate', [18882, 18886]]
['mutations', [221, 230]]
['mutations', [610, 619]]
['mutations', [3003, 3012]]
['mutations', [7251, 7260]]
['mutations', [11488, 11497]]
['mutations', [15725, 15734]]
['geography', [629, 638]]
['ethnicity', [640, 649]]
['type', [659, 663]]
['type', [2374, 2378]]
['type', [6622, 6626]]
['type', [10859, 10863]]
['type', [15096, 15100]]
['study', [667, 672]]
['eligibility criteria', [677, 697]]
['region', [714, 720]]
['high', [725, 729]]
['high', [778, 782]]
['high', [2496, 2500]]
['high', [2752, 2756]]
['high', [2773, 2777]]
['high', [3324, 3328]]
['high', [5398, 5402]]
['high', [6744, 6748]]
['high', [7000, 7004]]
['high', [7021, 7025]]
['high', [7572, 7576]]
['high', [9646, 9650]]
['high', [10981, 10985]]
['high', [11237, 11241]]
['high', [11258, 11262]]
['high', [11809, 11813]]
['high', [13883, 13887]]
['high', [15218, 15222]]
['high', [15474, 15478]]
['high', [15495, 15499]]
['high', [16046, 16050]]
['high', [18120, 18124]]
['high', [18213, 18217]]
['high', [18627, 18631]]
['high', [18697, 18701]]
['high', [18875, 18879]]
['high', [19289, 19293]]
['high', [19359, 19363]]
['incidence', [739, 748]]
['incidence', [2956, 2965]]
['incidence', [3724, 3733]]
['incidence', [7204, 7213]]
['incidence', [7972, 7981]]
['incidence', [11441, 11450]]
['incidence', [12209, 12218]]
['incidence', [15678, 15687]]
['incidence', [16446, 16455]]
['australia', [758, 767]]
['higher', [778, 784]]
['higher', [2496, 2502]]
['higher', [2752, 2758]]
['higher', [6744, 6750]]
['higher', [7000, 7006]]
['higher', [10981, 10987]]
['higher', [11237, 11243]]
['higher', [15218, 15224]]
['higher', [15474, 15480]]
['higher', [18213, 18219]]
['higher', [18875, 18881]]
['positive', [4738, 4746]]
['positive', [5061, 5069]]
['positive', [8986, 8994]]
['positive', [9309, 9317]]
['positive', [13223, 13231]]
['positive', [13546, 13554]]
['positive', [17460, 17468]]
['positive', [17783, 17791]]
['individual', [815, 825]]
['individual', [1127, 1137]]
['individual', [1359, 1369]]
['individual', [1826, 1836]]
['individual', [2082, 2092]]
['individual', [3354, 3364]]
['individual', [4005, 4015]]
['individual', [5607, 5617]]
['individual', [6074, 6084]]
['individual', [6330, 6340]]
['individual', [7602, 7612]]
['individual', [8253, 8263]]
['individual', [9844, 9854]]
['individual', [10311, 10321]]
['individual', [10567, 10577]]
['individual', [11839, 11849]]
['individual', [12490, 12500]]
['individual', [14081, 14091]]
['individual', [14548, 14558]]
['individual', [14804, 14814]]
['individual', [16076, 16086]]
['individual', [16727, 16737]]
['individual', [18259, 18269]]
['individual', [18601, 18611]]
['individual', [18921, 18931]]
['individual', [19263, 19273]]
['more', [837, 841]]
['more', [932, 936]]
['more', [3376, 3380]]
['more', [3462, 3466]]
['more', [7624, 7628]]
['more', [7710, 7714]]
['more', [11861, 11865]]
['more', [11947, 11951]]
['more', [16098, 16102]]
['more', [16184, 16188]]
['more', [18281, 18285]]
['more', [18358, 18362]]
['more', [18943, 18947]]
['more', [19020, 19024]]
['primary', [842, 849]]
['primary', [2621, 2628]]
['primary', [3381, 3388]]
['primary', [6869, 6876]]
['primary', [7629, 7636]]
['primary', [11106, 11113]]
['primary', [11866, 11873]]
['primary', [15343, 15350]]
['primary', [16103, 16110]]
['primary', [18286, 18293]]
['primary', [18948, 18955]]
['invasive melanoma', [850, 867]]
['invasive melanoma', [903, 920]]
['invasive melanoma', [956, 973]]
['invasive melanoma', [3433, 3450]]
['invasive melanoma', [7681, 7698]]
['invasive melanoma', [11918, 11935]]
['invasive melanoma', [16155, 16172]]
['one', [899, 902]]
['one', [3429, 3432]]
['one', [4840, 4843]]
['one', [5199, 5202]]
['one', [7677, 7680]]
['one', [9088, 9091]]
['one', [9447, 9450]]
['one', [11914, 11917]]
['one', [13325, 13328]]
['one', [13684, 13687]]
['one', [16151, 16154]]
['one', [17562, 17565]]
['one', [17921, 17924]]
['one', [18334, 18337]]
['one', [18996, 18999]]
['two', [925, 928]]
['two', [3455, 3458]]
['two', [3741, 3744]]
['two', [7703, 7706]]
['two', [7989, 7992]]
['two', [11940, 11943]]
['two', [12226, 12229]]
['two', [16177, 16180]]
['two', [16463, 16466]]
['two', [18351, 18354]]
['two', [19013, 19016]]
['diagnoses', [943, 952]]
['diagnoses', [3473, 3482]]
['diagnoses', [4061, 4070]]
['diagnoses', [7721, 7730]]
['diagnoses', [8309, 8318]]
['diagnoses', [11958, 11967]]
['diagnoses', [12546, 12555]]
['diagnoses', [16195, 16204]]
['diagnoses', [16783, 16792]]
['diagnoses', [18369, 18378]]
['diagnoses', [19031, 19040]]
['pancreatic cancer', [981, 998]]
['pancreatic cancer', [2048, 2065]]
['pancreatic cancer', [3502, 3519]]
['pancreatic cancer', [3761, 3778]]
['pancreatic cancer', [4087, 4104]]
['pancreatic cancer', [6296, 6313]]
['pancreatic cancer', [7750, 7767]]
['pancreatic cancer', [8009, 8026]]
['pancreatic cancer', [8335, 8352]]
['pancreatic cancer', [10533, 10550]]
['pancreatic cancer', [11987, 12004]]
['pancreatic cancer', [12246, 12263]]
['pancreatic cancer', [12572, 12589]]
['pancreatic cancer', [14770, 14787]]
['pancreatic cancer', [16224, 16241]]
['pancreatic cancer', [16483, 16500]]
['pancreatic cancer', [16809, 16826]]
['pancreatic cancer', [18398, 18415]]
['pancreatic cancer', [19060, 19077]]
['first', [1005, 1010]]
['first', [3539, 3544]]
['first', [7787, 7792]]
['first', [12024, 12029]]
['first', [16261, 16266]]
['first', [18435, 18440]]
['first', [19097, 19102]]
['same', [1046, 1050]]
['same', [3580, 3584]]
['same', [7828, 7832]]
['same', [12065, 12069]]
['same', [16302, 16306]]
['same', [18476, 18480]]
['same', [19138, 19142]]
['side', [405, 409]]
['side', [1051, 1055]]
['side', [3585, 3589]]
['side', [3822, 3826]]
['side', [4211, 4215]]
['side', [7833, 7837]]
['side', [8070, 8074]]
['side', [8459, 8463]]
['side', [12070, 12074]]
['side', [12307, 12311]]
['side', [12696, 12700]]
['side', [16307, 16311]]
['side', [16544, 16548]]
['side', [16933, 16937]]
['side', [18481, 18485]]
['side', [19143, 19147]]
['work', [1075, 1079]]
['work', [3169, 3173]]
['work', [7417, 7421]]
['work', [11654, 11658]]
['work', [15891, 15895]]
['review', [456, 462]]
['review', [1099, 1105]]
['appropriate', [286, 297]]
['appropriate', [1147, 1158]]
['appropriate', [3107, 3118]]
['appropriate', [3210, 3221]]
['appropriate', [3608, 3619]]
['appropriate', [5116, 5127]]
['appropriate', [7355, 7366]]
['appropriate', [7458, 7469]]
['appropriate', [7856, 7867]]
['appropriate', [9364, 9375]]
['appropriate', [11592, 11603]]
['appropriate', [11695, 11706]]
['appropriate', [12093, 12104]]
['appropriate', [13601, 13612]]
['appropriate', [15829, 15840]]
['appropriate', [15932, 15943]]
['appropriate', [16330, 16341]]
['appropriate', [17838, 17849]]
['appropriate', [18650, 18661]]
['appropriate', [19312, 19323]]
['genetic', [23, 30]]
['genetic', [378, 385]]
['genetic', [419, 426]]
['genetic', [1187, 1194]]
['genetic', [1283, 1290]]
['genetic', [1302, 1309]]
['genetic', [1447, 1454]]
['genetic', [1708, 1715]]
['genetic', [1882, 1889]]
['genetic', [1930, 1937]]
['genetic', [3077, 3084]]
['genetic', [3237, 3244]]
['genetic', [3637, 3644]]
['genetic', [3830, 3837]]
['genetic', [4167, 4174]]
['genetic', [4287, 4294]]
['genetic', [4322, 4329]]
['genetic', [4425, 4432]]
['genetic', [4492, 4499]]
['genetic', [4623, 4630]]
['genetic', [5179, 5186]]
['genetic', [5276, 5283]]
['genetic', [5531, 5538]]
['genetic', [5550, 5557]]
['genetic', [5695, 5702]]
['genetic', [5956, 5963]]
['genetic', [6130, 6137]]
['genetic', [6178, 6185]]
['genetic', [7325, 7332]]
['genetic', [7485, 7492]]
['genetic', [7885, 7892]]
['genetic', [8078, 8085]]
['genetic', [8415, 8422]]
['genetic', [8535, 8542]]
['genetic', [8570, 8577]]
['genetic', [8673, 8680]]
['genetic', [8740, 8747]]
['genetic', [8871, 8878]]
['genetic', [9427, 9434]]
['genetic', [9524, 9531]]
['genetic', [9768, 9775]]
['genetic', [9787, 9794]]
['genetic', [9932, 9939]]
['genetic', [10193, 10200]]
['genetic', [10367, 10374]]
['genetic', [10415, 10422]]
['genetic', [11562, 11569]]
['genetic', [11722, 11729]]
['genetic', [12122, 12129]]
['genetic', [12315, 12322]]
['genetic', [12652, 12659]]
['genetic', [12772, 12779]]
['genetic', [12807, 12814]]
['genetic', [12910, 12917]]
['genetic', [12977, 12984]]
['genetic', [13108, 13115]]
['genetic', [13664, 13671]]
['genetic', [13761, 13768]]
['genetic', [14005, 14012]]
['genetic', [14024, 14031]]
['genetic', [14169, 14176]]
['genetic', [14430, 14437]]
['genetic', [14604, 14611]]
['genetic', [14652, 14659]]
['genetic', [15799, 15806]]
['genetic', [15959, 15966]]
['genetic', [16359, 16366]]
['genetic', [16552, 16559]]
['genetic', [16889, 16896]]
['genetic', [17009, 17016]]
['genetic', [17044, 17051]]
['genetic', [17147, 17154]]
['genetic', [17214, 17221]]
['genetic', [17345, 17352]]
['genetic', [17901, 17908]]
['genetic', [17998, 18005]]
['genetic', [18523, 18530]]
['genetic', [18667, 18674]]
['genetic', [19185, 19192]]
['genetic', [19329, 19336]]
['consultation', [1195, 1207]]
['possible', [1212, 1220]]
['testing', [427, 434]]
['testing', [1221, 1228]]
['testing', [1310, 1317]]
['testing', [1455, 1462]]
['testing', [1637, 1644]]
['testing', [1756, 1763]]
['testing', [3085, 3092]]
['testing', [4295, 4302]]
['testing', [4330, 4337]]
['testing', [4412, 4419]]
['testing', [4631, 4638]]
['testing', [4976, 4983]]
['testing', [5187, 5194]]
['testing', [5284, 5291]]
['testing', [5558, 5565]]
['testing', [5703, 5710]]
['testing', [5885, 5892]]
['testing', [6004, 6011]]
['testing', [7333, 7340]]
['testing', [8543, 8550]]
['testing', [8578, 8585]]
['testing', [8660, 8667]]
['testing', [8879, 8886]]
['testing', [9224, 9231]]
['testing', [9435, 9442]]
['testing', [9532, 9539]]
['testing', [9795, 9802]]
['testing', [9940, 9947]]
['testing', [10122, 10129]]
['testing', [10241, 10248]]
['testing', [11570, 11577]]
['testing', [12780, 12787]]
['testing', [12815, 12822]]
['testing', [12897, 12904]]
['testing', [13116, 13123]]
['testing', [13461, 13468]]
['testing', [13672, 13679]]
['testing', [13769, 13776]]
['testing', [14032, 14039]]
['testing', [14177, 14184]]
['testing', [14359, 14366]]
['testing', [14478, 14485]]
['testing', [15807, 15814]]
['testing', [17017, 17024]]
['testing', [17052, 17059]]
['testing', [17134, 17141]]
['testing', [17353, 17360]]
['testing', [17698, 17705]]
['testing', [17909, 17916]]
['testing', [18006, 18013]]
['testing', [18755, 18762]]
['testing', [18805, 18812]]
['testing', [19417, 19424]]
['testing', [19467, 19474]]
['discussion', [1231, 1241]]
['discussion', [5479, 5489]]
['hereditary cancer', [4993, 5010]]
['hereditary cancer', [9241, 9258]]
['hereditary cancer', [13478, 13495]]
['hereditary cancer', [17715, 17732]]
['colorectal', [1387, 1397]]
['colorectal', [5635, 5645]]
['colorectal', [9872, 9882]]
['colorectal', [14109, 14119]]
['hereditary', [120, 130]]
['hereditary', [1376, 1386]]
['hereditary', [1409, 1419]]
['hereditary', [4993, 5003]]
['hereditary', [5330, 5340]]
['hereditary', [5624, 5634]]
['hereditary', [5657, 5667]]
['hereditary', [9241, 9251]]
['hereditary', [9578, 9588]]
['hereditary', [9861, 9871]]
['hereditary', [9894, 9904]]
['hereditary', [13478, 13488]]
['hereditary', [13815, 13825]]
['hereditary', [14098, 14108]]
['hereditary', [14131, 14141]]
['hereditary', [17715, 17725]]
['hereditary', [18052, 18062]]
['colorectal cancer', [1387, 1404]]
['colorectal cancer', [5635, 5652]]
['colorectal cancer', [9872, 9889]]
['colorectal cancer', [14109, 14126]]
['ovarian', [1427, 1434]]
['ovarian', [5675, 5682]]
['ovarian', [9912, 9919]]
['ovarian', [14149, 14156]]
['context', [1480, 1487]]
['context', [5210, 5217]]
['context', [5728, 5735]]
['context', [9458, 9465]]
['context', [9965, 9972]]
['context', [13695, 13702]]
['context', [14202, 14209]]
['context', [17932, 17939]]
['part', [1507, 1511]]
['part', [5295, 5299]]
['part', [5755, 5759]]
['part', [9543, 9547]]
['part', [9992, 9996]]
['part', [13780, 13784]]
['part', [14229, 14233]]
['part', [18017, 18021]]
['routine', [1515, 1522]]
['routine', [5763, 5770]]
['routine', [10000, 10007]]
['routine', [14237, 14244]]
['practice', [1523, 1531]]
['practice', [5771, 5779]]
['practice', [10008, 10016]]
['practice', [14245, 14253]]
['commercial', [1567, 1577]]
['commercial', [5815, 5825]]
['commercial', [10052, 10062]]
['commercial', [14289, 14299]]
['laboratories', [1578, 1590]]
['laboratories', [5826, 5838]]
['laboratories', [10063, 10075]]
['laboratories', [14300, 14312]]
['united states', [1598, 1611]]
['united states', [5846, 5859]]
['united states', [10083, 10096]]
['united states', [14320, 14333]]
['awareness', [1670, 1679]]
['awareness', [5918, 5927]]
['awareness', [10155, 10164]]
['awareness', [14392, 14401]]
['basis', [1716, 1721]]
['basis', [5964, 5969]]
['basis', [10201, 10206]]
['basis', [14438, 14443]]
['cancer', [992, 998]]
['cancer', [1398, 1404]]
['cancer', [1435, 1441]]
['cancer', [1725, 1731]]
['cancer', [2059, 2065]]
['cancer', [3513, 3519]]
['cancer', [3772, 3778]]
['cancer', [4098, 4104]]
['cancer', [5004, 5010]]
['cancer', [5646, 5652]]
['cancer', [5683, 5689]]
['cancer', [5973, 5979]]
['cancer', [6307, 6313]]
['cancer', [7761, 7767]]
['cancer', [8020, 8026]]
['cancer', [8346, 8352]]
['cancer', [9252, 9258]]
['cancer', [9883, 9889]]
['cancer', [9920, 9926]]
['cancer', [10210, 10216]]
['cancer', [10544, 10550]]
['cancer', [11998, 12004]]
['cancer', [12257, 12263]]
['cancer', [12583, 12589]]
['cancer', [13489, 13495]]
['cancer', [14120, 14126]]
['cancer', [14157, 14163]]
['cancer', [14447, 14453]]
['cancer', [14781, 14787]]
['cancer', [16235, 16241]]
['cancer', [16494, 16500]]
['cancer', [16820, 16826]]
['cancer', [17726, 17732]]
['cancer', [18409, 18415]]
['cancer', [19071, 19077]]
['availability', [1740, 1752]]
['availability', [5988, 6000]]
['availability', [10225, 10237]]
['availability', [14462, 14474]]
['objective', [1769, 1778]]
['objective', [6017, 6026]]
['objective', [10254, 10263]]
['objective', [14491, 14500]]
['article', [1787, 1794]]
['article', [6035, 6042]]
['article', [10272, 10279]]
['article', [14509, 14516]]
['clinicians', [1806, 1816]]
['clinicians', [3179, 3189]]
['clinicians', [6054, 6064]]
['clinicians', [7427, 7437]]
['clinicians', [10291, 10301]]
['clinicians', [11664, 11674]]
['clinicians', [14528, 14538]]
['clinicians', [15901, 15911]]
['significant', [1849, 1860]]
['significant', [6097, 6108]]
['significant', [10334, 10345]]
['significant', [14571, 14582]]
['risk', [1861, 1865]]
['risk', [5111, 5115]]
['risk', [5406, 5410]]
['risk', [6109, 6113]]
['risk', [9359, 9363]]
['risk', [9654, 9658]]
['risk', [10346, 10350]]
['risk', [13596, 13600]]
['risk', [13891, 13895]]
['risk', [14583, 14587]]
['risk', [17833, 17837]]
['risk', [18128, 18132]]
['risk', [18632, 18636]]
['risk', [18702, 18706]]
['risk', [19294, 19298]]
['risk', [19364, 19368]]
['genetic mutation', [1882, 1898]]
['genetic mutation', [6130, 6146]]
['genetic mutation', [10367, 10383]]
['genetic mutation', [14604, 14620]]
['predictive value', [1984, 2000]]
['predictive value', [6232, 6248]]
['predictive value', [10469, 10485]]
['predictive value', [14706, 14722]]
['personal', [2004, 2012]]
['personal', [6252, 6260]]
['personal', [10489, 10497]]
['personal', [14726, 14734]]
['family history', [2017, 2031]]
['family history', [6265, 6279]]
['family history', [10502, 10516]]
['family history', [14739, 14753]]
['increased', [2106, 2115]]
['increased', [6354, 6363]]
['increased', [10591, 10600]]
['increased', [14828, 14837]]
['probability', [2116, 2127]]
['probability', [6364, 6375]]
['probability', [10601, 10612]]
['probability', [14838, 14849]]
['mutation', [221, 229]]
['mutation', [503, 511]]
['mutation', [610, 618]]
['mutation', [1890, 1898]]
['mutation', [2143, 2151]]
['mutation', [2209, 2217]]
['mutation', [2677, 2685]]
['mutation', [2726, 2734]]
['mutation', [3003, 3011]]
['mutation', [3983, 3991]]
['mutation', [4729, 4737]]
['mutation', [4751, 4759]]
['mutation', [5052, 5060]]
['mutation', [6138, 6146]]
['mutation', [6391, 6399]]
['mutation', [6457, 6465]]
['mutation', [6925, 6933]]
['mutation', [6974, 6982]]
['mutation', [7251, 7259]]
['mutation', [8231, 8239]]
['mutation', [8977, 8985]]
['mutation', [8999, 9007]]
['mutation', [9300, 9308]]
['mutation', [10375, 10383]]
['mutation', [10628, 10636]]
['mutation', [10694, 10702]]
['mutation', [11162, 11170]]
['mutation', [11211, 11219]]
['mutation', [11488, 11496]]
['mutation', [12468, 12476]]
['mutation', [13214, 13222]]
['mutation', [13236, 13244]]
['mutation', [13537, 13545]]
['mutation', [14612, 14620]]
['mutation', [14865, 14873]]
['mutation', [14931, 14939]]
['mutation', [15399, 15407]]
['mutation', [15448, 15456]]
['mutation', [15725, 15733]]
['mutation', [16705, 16713]]
['mutation', [17451, 17459]]
['mutation', [17473, 17481]]
['mutation', [17774, 17782]]
['mutation', [18236, 18244]]
['mutation', [18898, 18906]]
['cdkn2a gene', [2159, 2170]]
['cdkn2a gene', [4280, 4291]]
['cdkn2a gene', [4616, 4627]]
['cdkn2a gene', [6407, 6418]]
['cdkn2a gene', [8528, 8539]]
['cdkn2a gene', [8864, 8875]]
['cdkn2a gene', [10644, 10655]]
['cdkn2a gene', [12765, 12776]]
['cdkn2a gene', [13101, 13112]]
['cdkn2a gene', [14881, 14892]]
['cdkn2a gene', [17002, 17013]]
['cdkn2a gene', [17338, 17349]]
['likelihood', [2176, 2186]]
['likelihood', [2550, 2560]]
['likelihood', [3969, 3979]]
['likelihood', [6424, 6434]]
['likelihood', [6798, 6808]]
['likelihood', [8217, 8227]]
['likelihood', [10661, 10671]]
['likelihood', [11035, 11045]]
['likelihood', [12454, 12464]]
['likelihood', [14898, 14908]]
['likelihood', [15272, 15282]]
['likelihood', [16691, 16701]]
['population', [2241, 2251]]
['population', [3284, 3294]]
['population', [6489, 6499]]
['population', [7532, 7542]]
['population', [10726, 10736]]
['population', [11769, 11779]]
['population', [14963, 14973]]
['population', [16006, 16016]]
['result', [2282, 2288]]
['result', [4800, 4806]]
['result', [6530, 6536]]
['result', [9048, 9054]]
['result', [10767, 10773]]
['result', [13285, 13291]]
['result', [15004, 15010]]
['result', [17522, 17528]]
['difference', [2292, 2302]]
['difference', [6540, 6550]]
['difference', [10777, 10787]]
['difference', [15014, 15024]]
['penetrance', [2307, 2317]]
['penetrance', [2705, 2715]]
['penetrance', [2982, 2992]]
['penetrance', [6555, 6565]]
['penetrance', [6953, 6963]]
['penetrance', [7230, 7240]]
['penetrance', [10792, 10802]]
['penetrance', [11190, 11200]]
['penetrance', [11467, 11477]]
['penetrance', [15029, 15039]]
['penetrance', [15427, 15437]]
['penetrance', [15704, 15714]]
['variation', [2334, 2343]]
['variation', [6582, 6591]]
['variation', [10819, 10828]]
['variation', [15056, 15065]]
['predisposing', [2356, 2368]]
['predisposing', [2872, 2884]]
['predisposing', [6604, 6616]]
['predisposing', [7120, 7132]]
['predisposing', [10841, 10853]]
['predisposing', [11357, 11369]]
['predisposing', [15078, 15090]]
['predisposing', [15594, 15606]]
['phenotype', [2369, 2378]]
['phenotype', [6617, 6626]]
['phenotype', [10854, 10863]]
['phenotype', [15091, 15100]]
['eg', [715, 717]]
['eg', [1023, 1025]]
['eg', [2380, 2382]]
['eg', [3262, 3264]]
['eg', [3527, 3529]]
['eg', [3557, 3559]]
['eg', [4224, 4226]]
['eg', [4587, 4589]]
['eg', [4761, 4763]]
['eg', [5248, 5250]]
['eg', [6628, 6630]]
['eg', [7510, 7512]]
['eg', [7775, 7777]]
['eg', [7805, 7807]]
['eg', [8472, 8474]]
['eg', [8835, 8837]]
['eg', [9009, 9011]]
['eg', [9496, 9498]]
['eg', [10865, 10867]]
['eg', [11747, 11749]]
['eg', [12012, 12014]]
['eg', [12042, 12044]]
['eg', [12709, 12711]]
['eg', [13072, 13074]]
['eg', [13246, 13248]]
['eg', [13733, 13735]]
['eg', [15102, 15104]]
['eg', [15984, 15986]]
['eg', [16249, 16251]]
['eg', [16279, 16281]]
['eg', [16946, 16948]]
['eg', [17309, 17311]]
['eg', [17483, 17485]]
['eg', [17970, 17972]]
['eg', [18423, 18425]]
['eg', [18453, 18455]]
['eg', [19085, 19087]]
['eg', [19115, 19117]]
['fair skin', [2384, 2393]]
['fair skin', [6632, 6641]]
['fair skin', [10869, 10878]]
['fair skin', [15106, 15115]]
['intensity', [2426, 2435]]
['intensity', [6674, 6683]]
['intensity', [10911, 10920]]
['intensity', [15148, 15157]]
['ultraviolet radiation exposure', [2439, 2469]]
['ultraviolet radiation exposure', [6687, 6717]]
['ultraviolet radiation exposure', [10924, 10954]]
['ultraviolet radiation exposure', [15161, 15191]]
['geographic area', [2474, 2489]]
['geographic area', [6722, 6737]]
['geographic area', [10959, 10974]]
['geographic area', [15196, 15211]]
['background', [2503, 2513]]
['background', [2778, 2788]]
['background', [2945, 2955]]
['background', [6751, 6761]]
['background', [7026, 7036]]
['background', [7193, 7203]]
['background', [10988, 10998]]
['background', [11263, 11273]]
